0,0
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
16,16
17,17
18,18
19,19
20,20
21,21
22,22
23,23
24,24
25,25
26,26
27,27
28,28
29,29
30,30
31,31
32,32
33,33
34,34
35,35
36,36
37,37
38,38
39,39
40,40
41,41
42,42
43,43
44,44
45,45
46,46
47,47
48,48
49,49
50,50
51,51
52,52
53,53
54,54
55,55
56,56
57,57
58,58
59,59
60,60
61,61
62,62
63,63
64,64
65,65
66,66
67,67
68,68
69,69
70,70
71,71
72,72
73,73
74,74
75,75
76,76
77,77
78,78
79,79
80,80
81,81
82,82
83,83
84,84
85,85
86,86
87,87
88,88
89,89
90,90
91,91
92,92
93,93
94,94
95,95
96,96
97,97
98,98
99,99
100,100
101,101
102,102
103,103
104,104
105,105
106,106
107,107
108,108
109,109
110,110
111,111
112,112
113,113
114,114
115,115
116,116
117,117
118,118
119,119
120,120
121,121
122,122
123,123
124,124
125,125
126,126
127,127
128,128
129,129
130,130
131,131
132,132
133,133
134,134
135,135
136,136
137,137
138,138
139,139
140,140
141,141
142,142
143,143
144,144
145,145
146,146
147,147
148,148
149,149
150,150
151,151
152,152
153,153
154,154
155,155
156,156
157,157
158,158
159,159
160,160
161,161
162,162
163,163
164,164
165,165
166,166
167,167
168,168
169,169
170,170
171,171
172,172
173,173
174,174
175,175
176,176
177,177
178,178
179,179
180,180
181,181
182,182
183,183
184,184
185,185
186,186
187,187
188,188
189,189
190,190
191,191
192,192
193,193
194,194
195,195
196,196
197,197
198,198
199,199
200,200
201,201
202,202
203,203
204,204
205,205
206,206
207,207
208,208
209,209
210,210
211,211
212,212
213,213
214,214
215,215
216,216
217,217
218,218
219,219
220,220
221,221
222,222
223,223
224,224
225,225
226,226
227,227
228,228
229,229
230,230
231,231
232,232
233,233
234,234
235,235
236,236
237,237
238,238
239,239
240,240
241,241
242,242
243,243
244,244
245,245
246,246
247,247
248,248
249,249
250,250
251,251
252,252
253,253
254,254
255,255

0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
0,11
0,12
0,13
0,14
0,15
0,16
0,17
0,18
0,19
0,20
0,21
0,22
0,23
0,24
0,25
0,26
0,27
0,28
0,29
0,30
0,31
0,32
0,33
0,34
0,35
0,36
0,37
0,38
0,39
0,40
0,41
0,42
0,43
0,44
0,45
0,46
0,47
0,48
0,49
0,50
0,51
0,52
0,53
0,54
0,55
0,56
0,57
0,58
0,59
0,60
0,61
0,62
0,63
0,64
0,65
0,66
0,67
0,68
0,69
0,70
0,71
0,72
0,73
0,74
0,75
0,76
0,77
0,78
0,79
0,80
0,81
0,82
0,83
0,84
0,85
0,86
0,87
0,88
0,89
0,90
0,91
0,92
0,93
0,94
0,95
0,96
0,97
0,98
0,99
0,100
0,101
0,102
0,103
0,104
0,105
0,106
0,107
0,108
0,109
0,110
0,111
0,112
0,113
0,114
0,115
0,116
0,117
0,118
0,119
0,120
0,121
0,122
0,123
0,124
0,125
0,126
0,127
0,128
0,129
0,130
0,131
0,132
0,133
0,134
0,135
0,136
0,137
0,138
0,139
0,140
0,141
0,142
0,143
0,144
0,145
0,146
0,147
0,148
0,149
0,150
0,151
0,152
0,153
0,154
0,155
0,156
0,157
0,158
0,159
0,160
0,161
0,162
0,163
0,164
0,165
0,166
0,167
0,168
0,169
0,170
0,171
0,172
0,173
0,174
0,175
0,176
0,177
0,178
0,179
0,180
0,181
0,182
0,183
0,184
0,185
0,186
0,187
0,188
0,189
0,190
0,191
0,192
0,193
0,194
0,195
0,196
0,197
0,198
0,199
0,200
0,201
0,202
0,203
0,204
0,205
0,206
0,207
0,208
0,209
0,210
0,211
0,212
0,213
0,214
0,215
0,216
0,217
0,218
0,219
0,220
0,221
0,222
0,223
0,224
0,225
0,226
0,227
0,228
0,229
0,230
0,231
0,232
0,233
0,234
0,235
0,236
0,237
0,238
0,239
0,240
0,241
0,242
0,243
0,244
0,245
0,246
0,247
0,248
0,249
0,250
0,251
0,252
0,253
0,254
0,255
1,0
1,48
1,53
1,54
1,73
1,88
1,92
1,119
1,126
1,133
1,194
1,236
2,0
2,20
2,115
2,116
2,149
2,226
3,0
3,9
3,25
3,26
3,67
3,72
3,85
3,122
3,142
3,170
3,188
3,200
3,228
4,0
4,78
4,152
4,181
4,195
4,218
5,0
5,87
5,122
5,156
5,158
5,169
5,180
5,187
5,204
5,213
5,235
6,0
6,89
6,95
6,147
6,219
7,0
7,22
7,31
7,38
7,65
7,87
7,103
7,129
7,136
7,168
7,213
7,246
8,0
8,91
8,110
8,193
8,201
8,245
9,0
9,3
9,21
9,25
9,26
9,30
9,56
9,66
9,67
9,69
9,72
9,75
9,79
9,85
9,105
9,113
9,119
9,122
9,128
9,133
9,134
9,141
9,142
9,148
9,156
9,161
9,169
9,170
9,176
9,185
9,186
9,188
9,199
9,200
9,203
9,224
9,231
9,232
9,252
10,0
10,67
10,142
10,169
10,200
11,0
12,0
13,0
13,21
13,26
13,56
13,59
13,65
13,67
13,82
13,98
13,109
13,118
13,119
13,148
13,172
13,188
13,199
13,211
13,223
13,236
13,238
13,239
13,252
14,0
14,20
14,28
14,41
14,115
14,116
14,144
14,149
14,151
14,214
14,226
15,0
16,0
16,29
16,82
16,118
16,172
17,0
17,19
17,41
17,111
17,115
17,116
17,137
17,140
17,144
17,214
18,0
19,0
19,17
19,41
19,89
19,112
19,115
19,138
19,174
19,175
19,214
19,227
20,0
20,2
20,14
20,41
20,44
20,111
20,115
20,149
20,162
20,214
20,226
21,0
21,9
21,13
21,25
21,26
21,31
21,39
21,40
21,55
21,56
21,66
21,67
21,88
21,98
21,104
21,105
21,108
21,109
21,119
21,121
21,122
21,123
21,127
21,134
21,136
21,142
21,159
21,161
21,165
21,169
21,170
21,184
21,186
21,188
21,197
21,200
21,203
21,212
21,223
21,232
21,235
21,236
21,239
21,248
21,251
21,252
22,0
22,7
22,87
22,158
22,168
22,185
23,0
23,51
23,61
23,83
23,99
23,116
23,124
23,144
23,155
23,175
23,190
23,227
23,230
23,237
23,240
23,245
24,0
24,53
24,57
24,80
24,92
24,94
24,101
24,180
24,187
24,194
24,242
24,249
25,0
25,3
25,9
25,21
25,26
25,31
25,39
25,40
25,51
25,56
25,65
25,67
25,69
25,72
25,73
25,76
25,79
25,83
25,84
25,88
25,94
25,98
25,103
25,104
25,105
25,113
25,119
25,122
25,130
25,141
25,148
25,158
25,169
25,170
25,176
25,185
25,186
25,188
25,199
25,200
25,203
25,221
25,224
25,231
25,232
25,236
25,237
25,239
25,246
25,252
26,0
26,3
26,9
26,13
26,21
26,25
26,40
26,55
26,56
26,62
26,66
26,67
26,69
26,72
26,79
26,98
26,104
26,109
26,113
26,118
26,119
26,122
26,123
26,128
26,133
26,134
26,141
26,142
26,158
26,161
26,169
26,170
26,172
26,176
26,185
26,186
26,188
26,199
26,200
26,203
26,212
26,223
26,224
26,232
26,236
26,239
26,248
26,252
27,0
27,54
27,119
28,0
28,14
28,41
28,115
28,116
28,140
28,144
28,149
28,151
28,226
29,0
29,16
29,40
29,82
29,106
29,118
29,172
29,203
29,211
29,231
29,247
29,252
30,0
30,9
30,48
30,56
30,73
30,178
30,188
30,200
30,213
30,224
30,236
31,0
31,7
31,21
31,25
31,51
31,67
31,83
31,84
31,109
31,122
31,129
31,142
31,168
31,200
31,237
31,252
32,0
32,93
32,137
32,167
33,0
33,42
34,0
34,173
35,0
35,143
36,0
36,108
36,127
36,135
36,184
36,197
36,251
37,0
38,0
38,7
38,117
38,141
38,178
38,248
39,0
39,21
39,25
39,69
39,105
39,119
39,121
39,141
39,161
39,165
39,200
40,0
40,21
40,25
40,26
40,29
40,56
40,67
40,72
40,77
40,113
40,132
40,133
40,141
40,142
40,158
40,169
40,172
40,199
40,200
40,203
40,212
40,213
40,224
40,231
40,232
40,239
41,0
41,14
41,17
41,19
41,20
41,28
41,44
41,93
41,111
41,115
41,116
41,137
41,140
41,144
41,151
41,214
41,226
41,230
41,243
42,0
42,33
43,0
44,0
44,20
44,41
44,111
45,0
45,67
45,104
45,122
45,132
45,142
45,186
45,200
45,221
46,0
46,143
46,175
46,177
47,0
48,0
48,1
48,30
48,53
48,54
48,57
48,73
48,80
48,88
48,119
48,126
48,130
48,180
48,199
48,203
49,0
49,192
49,241
49,255
50,0
50,109
50,113
50,119
50,146
50,148
50,203
51,0
51,23
51,25
51,31
51,83
51,84
51,237
52,0
52,192
53,0
53,1
53,24
53,48
53,54
53,88
53,92
53,94
53,101
53,130
53,146
