0,0
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
16,16
17,17
18,18
19,19
20,20
21,21
22,22
23,23
24,24
25,25
26,26
27,27
28,28
29,29
30,30
31,31
32,32
33,33
34,34
35,35
36,36
37,37
38,38
39,39
40,40
41,41
42,42
43,43
44,44
45,45
46,46
47,47
48,48
49,49
50,50
51,51
52,52
53,53
54,54
55,55
56,56
57,57
58,58
59,59
60,60
61,61
62,62
63,63
64,64
65,65
66,66
67,67
68,68
69,69
70,70
71,71
72,72
73,73
74,74
75,75
76,76
77,77
78,78
79,79
80,80
81,81
82,82
83,83
84,84
85,85
86,86
87,87
88,88
89,89
90,90
91,91
92,92
93,93
94,94
95,95
96,96
97,97
98,98
99,99
100,100
101,101
102,102
103,103
104,104
105,105
106,106
107,107
108,108
109,109
110,110
111,111
112,112
113,113
114,114
115,115
116,116
117,117
118,118
119,119
120,120
121,121
122,122
123,123
124,124
125,125
126,126
127,127
128,128
129,129
130,130
131,131
132,132
133,133
134,134
135,135
136,136
137,137
138,138
139,139
140,140
141,141
142,142
143,143
144,144
145,145
146,146
147,147
148,148
149,149
150,150
151,151
152,152
153,153
154,154
155,155
156,156
157,157
158,158
159,159
160,160
161,161
162,162
163,163
164,164
165,165
166,166
167,167
168,168
169,169
170,170
171,171
172,172
173,173
174,174
175,175
176,176
177,177
178,178
179,179
180,180
181,181
182,182
183,183
184,184
185,185
186,186
187,187
188,188
189,189
190,190
191,191
192,192
193,193
194,194
195,195
196,196
197,197
198,198
199,199
200,200
201,201
202,202
203,203
204,204
205,205
206,206
207,207
208,208
209,209
210,210
211,211
212,212
213,213
214,214
215,215
216,216
217,217
218,218
219,219
220,220
221,221
222,222
223,223
224,224
225,225
226,226
227,227
228,228
229,229
230,230
231,231
232,232
233,233
234,234
235,235
236,236
237,237
238,238
239,239
240,240
241,241
242,242
243,243
244,244
245,245
246,246
247,247
248,248
249,249
250,250
251,251
252,252
253,253
254,254
255,255
256,256
257,257
258,258
259,259
260,260
261,261
262,262
263,263
264,264
265,265
266,266
267,267
268,268
269,269
270,270
271,271
272,272
273,273

0,18
0,29
0,50
0,122
0,162
0,197
0,211
1,3
1,12
1,13
1,75
1,108
1,162
1,197
2,3
2,4
2,9
2,13
2,15
2,18
2,24
2,32
2,33
2,36
2,37
2,77
2,87
2,107
2,122
2,132
2,146
2,147
2,160
2,197
2,243
3,15
3,29
3,33
3,54
3,66
3,117
3,125
3,162
3,243
3,254
4,6
4,29
4,50
4,52
4,87
4,109
4,122
4,211
4,224
4,249
5,9
5,15
5,18
5,36
5,62
5,146
5,217
5,259
6,13
6,15
6,32
6,37
6,39
6,50
6,64
6,74
6,87
6,122
6,197
6,233
7,38
7,236
8,15
8,29
8,32
8,33
8,37
8,52
8,117
8,122
8,125
8,146
8,189
8,211
8,224
8,243
9,64
10,18
10,39
10,43
10,47
10,50
10,69
10,146
10,161
10,197
10,205
10,250
11,16
11,27
11,50
11,235
12,13
12,180
12,197
12,198
13,147
13,178
13,197
14,26
14,29
14,37
14,50
14,198
15,41
15,52
16,27
16,50
16,55
16,70
16,164
17,18
17,23
17,87
17,110
17,146
17,172
17,197
17,198
18,122
18,162
18,197
18,211
20,43
20,94
20,116
20,117
20,124
20,162
20,174
20,201
20,225
20,243
21,50
21,87
21,108
21,122
21,161
21,197
24,50
24,197
24,272
26,33
26,49
26,122
26,146
26,187
26,225
26,243
27,46
27,50
27,96
27,111
27,177
28,32
28,37
28,40
28,52
28,60
28,69
28,94
28,106
28,132
28,262
29,189
30,43
30,87
30,146
30,151
30,173
30,198
31,50
31,62
31,102
32,64
32,109
32,117
32,125
32,189
32,197
33,122
33,147
33,189
33,197
33,224
35,43
35,125
35,162
35,197
35,204
36,47
36,61
36,77
36,132
36,163
36,172
36,197
36,215
37,74
37,87
37,117
37,125
37,197
37,198
37,237
38,50
38,78
38,105
38,189
38,210
41,50
41,60
41,177
41,257
42,43
42,50
42,145
42,152
42,197
44,50
44,59
44,120
45,58
45,142
45,146
46,50
46,112
46,130
48,69
48,123
48,197
49,50
49,124
49,195
49,266
50,194
51,189
51,247
52,197
53,66
53,117
53,125
53,158
54,87
54,197
55,96
56,110
57,79
57,127
57,153
57,162
59,103
59,120
59,145
59,195
65,236
66,116
66,197
66,273
67,162
68,79
68,82
68,100
68,116
68,228
70,159
71,127
71,131
71,140
71,145
71,168
71,197
73,197
75,87
75,151
75,222
76,197
79,177
80,260
81,235
82,242
83,116
83,131
83,140
84,197
85,87
85,151
85,225
86,109
86,122
86,197
86,220
88,122
88,217
89,98
89,197
90,96
90,127
90,197
93,140
93,196
93,197
94,117
94,125
94,243
95,197
95,243
97,225
98,233
99,224
100,228
100,244
101,146
103,116
103,138
103,198
106,197
107,147
107,173
107,198
108,254
111,141
114,156
114,197
118,212
118,254
123,146
124,140
126,197
127,227
128,146
130,227
131,197
133,145
134,272
136,194
137,189
139,198
140,217
141,246
144,225
147,197
149,162
149,172
150,161
153,162
154,188
158,254
163,189
163,254
165,169
165,223
169,197
170,249
173,207
176,197
178,197
178,243
179,197
182,197
183,197
186,243
202,211
202,243
203,235
214,222
258,268
